"""LOCATION""",INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
SWE,PISAMATH,BOY,MEANSCORE,A,2003,512
SWE,PISAMATH,BOY,MEANSCORE,A,2006,505
SWE,PISAMATH,BOY,MEANSCORE,A,2009,493
SWE,PISAMATH,BOY,MEANSCORE,A,2012,476.916
SWE,PISAMATH,BOY,MEANSCORE,A,2015,493
SWE,PISAMATH,GIRL,MEANSCORE,A,2003,506
SWE,PISAMATH,GIRL,MEANSCORE,A,2006,500
SWE,PISAMATH,GIRL,MEANSCORE,A,2009,495
SWE,PISAMATH,GIRL,MEANSCORE,A,2012,479.629
SWE,PISAMATH,GIRL,MEANSCORE,A,2015,495
CHE,PISAMATH,BOY,MEANSCORE,A,2003,535
CHE,PISAMATH,BOY,MEANSCORE,A,2006,536
CHE,PISAMATH,BOY,MEANSCORE,A,2009,544
CHE,PISAMATH,BOY,MEANSCORE,A,2012,537.369
CHE,PISAMATH,BOY,MEANSCORE,A,2015,527
CHE,PISAMATH,GIRL,MEANSCORE,A,2003,518
CHE,PISAMATH,GIRL,MEANSCORE,A,2006,523
CHE,PISAMATH,GIRL,MEANSCORE,A,2009,524
CHE,PISAMATH,GIRL,MEANSCORE,A,2012,524.473
CHE,PISAMATH,GIRL,MEANSCORE,A,2015,515
TUR,PISAMATH,BOY,MEANSCORE,A,2003,430
TUR,PISAMATH,BOY,MEANSCORE,A,2006,427
TUR,PISAMATH,BOY,MEANSCORE,A,2009,451
TUR,PISAMATH,BOY,MEANSCORE,A,2012,451.934
TUR,PISAMATH,BOY,MEANSCORE,A,2015,423
TUR,PISAMATH,GIRL,MEANSCORE,A,2003,415
TUR,PISAMATH,GIRL,MEANSCORE,A,2006,421
TUR,PISAMATH,GIRL,MEANSCORE,A,2009,440
TUR,PISAMATH,GIRL,MEANSCORE,A,2012,443.948
TUR,PISAMATH,GIRL,MEANSCORE,A,2015,418
GBR,PISAMATH,BOY,MEANSCORE,A,2006,504
GBR,PISAMATH,BOY,MEANSCORE,A,2009,503
GBR,PISAMATH,BOY,MEANSCORE,A,2012,500.295
GBR,PISAMATH,BOY,MEANSCORE,A,2015,498
GBR,PISAMATH,GIRL,MEANSCORE,A,2006,487
GBR,PISAMATH,GIRL,MEANSCORE,A,2009,482
GBR,PISAMATH,GIRL,MEANSCORE,A,2012,487.815
GBR,PISAMATH,GIRL,MEANSCORE,A,2015,487
USA,PISAMATH,BOY,MEANSCORE,A,2003,486
USA,PISAMATH,BOY,MEANSCORE,A,2006,479
USA,PISAMATH,BOY,MEANSCORE,A,2009,497
USA,PISAMATH,BOY,MEANSCORE,A,2012,483.647
USA,PISAMATH,BOY,MEANSCORE,A,2015,474
USA,PISAMATH,GIRL,MEANSCORE,A,2003,480
USA,PISAMATH,GIRL,MEANSCORE,A,2006,470
USA,PISAMATH,GIRL,MEANSCORE,A,2009,477
USA,PISAMATH,GIRL,MEANSCORE,A,2012,478.995
USA,PISAMATH,GIRL,MEANSCORE,A,2015,465
BRA,PISAMATH,BOY,MEANSCORE,A,2003,365
BRA,PISAMATH,BOY,MEANSCORE,A,2006,380
BRA,PISAMATH,BOY,MEANSCORE,A,2009,394
BRA,PISAMATH,BOY,MEANSCORE,A,2012,400.769
BRA,PISAMATH,BOY,MEANSCORE,A,2015,385
BRA,PISAMATH,GIRL,MEANSCORE,A,2003,348
BRA,PISAMATH,GIRL,MEANSCORE,A,2006,361
BRA,PISAMATH,GIRL,MEANSCORE,A,2009,379
BRA,PISAMATH,GIRL,MEANSCORE,A,2012,382.925
BRA,PISAMATH,GIRL,MEANSCORE,A,2015,370
CHL,PISAMATH,BOY,MEANSCORE,A,2006,424
CHL,PISAMATH,BOY,MEANSCORE,A,2009,431
CHL,PISAMATH,BOY,MEANSCORE,A,2012,435.525
CHL,PISAMATH,BOY,MEANSCORE,A,2015,432
CHL,PISAMATH,GIRL,MEANSCORE,A,2006,396
CHL,PISAMATH,GIRL,MEANSCORE,A,2009,410
CHL,PISAMATH,GIRL,MEANSCORE,A,2012,410.543
CHL,PISAMATH,GIRL,MEANSCORE,A,2015,413
EST,PISAMATH,BOY,MEANSCORE,A,2006,515
EST,PISAMATH,BOY,MEANSCORE,A,2009,516
EST,PISAMATH,BOY,MEANSCORE,A,2012,523.214
EST,PISAMATH,BOY,MEANSCORE,A,2015,522
EST,PISAMATH,GIRL,MEANSCORE,A,2006,514
EST,PISAMATH,GIRL,MEANSCORE,A,2009,508
EST,PISAMATH,GIRL,MEANSCORE,A,2012,517.93
EST,PISAMATH,GIRL,MEANSCORE,A,2015,517
IDN,PISAMATH,BOY,MEANSCORE,A,2003,362
IDN,PISAMATH,BOY,MEANSCORE,A,2006,399
IDN,PISAMATH,BOY,MEANSCORE,A,2009,371
IDN,PISAMATH,BOY,MEANSCORE,A,2012,377.376
IDN,PISAMATH,BOY,MEANSCORE,A,2015,385
IDN,PISAMATH,GIRL,MEANSCORE,A,2003,358
IDN,PISAMATH,GIRL,MEANSCORE,A,2006,382
IDN,PISAMATH,GIRL,MEANSCORE,A,2009,372
IDN,PISAMATH,GIRL,MEANSCORE,A,2012,372.785
IDN,PISAMATH,GIRL,MEANSCORE,A,2015,387
ISR,PISAMATH,BOY,MEANSCORE,A,2006,448
ISR,PISAMATH,BOY,MEANSCORE,A,2009,451
ISR,PISAMATH,BOY,MEANSCORE,A,2012,472.398
ISR,PISAMATH,BOY,MEANSCORE,A,2015,474
ISR,PISAMATH,GIRL,MEANSCORE,A,2006,436
ISR,PISAMATH,GIRL,MEANSCORE,A,2009,443
ISR,PISAMATH,GIRL,MEANSCORE,A,2012,460.749
ISR,PISAMATH,GIRL,MEANSCORE,A,2015,466
RUS,PISAMATH,BOY,MEANSCORE,A,2003,473
RUS,PISAMATH,BOY,MEANSCORE,A,2009,469
RUS,PISAMATH,BOY,MEANSCORE,A,2012,481.394
RUS,PISAMATH,BOY,MEANSCORE,A,2015,497
RUS,PISAMATH,GIRL,MEANSCORE,A,2003,463
RUS,PISAMATH,GIRL,MEANSCORE,A,2009,467
RUS,PISAMATH,GIRL,MEANSCORE,A,2012,482.944
RUS,PISAMATH,GIRL,MEANSCORE,A,2015,491
SVN,PISAMATH,BOY,MEANSCORE,A,2006,507
SVN,PISAMATH,BOY,MEANSCORE,A,2009,502
SVN,PISAMATH,BOY,MEANSCORE,A,2012,502.748
SVN,PISAMATH,BOY,MEANSCORE,A,2015,512
SVN,PISAMATH,GIRL,MEANSCORE,A,2006,502
SVN,PISAMATH,GIRL,MEANSCORE,A,2009,501
SVN,PISAMATH,GIRL,MEANSCORE,A,2012,499.387
SVN,PISAMATH,GIRL,MEANSCORE,A,2015,508
OAVG,PISAMATH,BOY,MEANSCORE,A,2003,505.333
OAVG,PISAMATH,BOY,MEANSCORE,A,2006,499.706
OAVG,PISAMATH,BOY,MEANSCORE,A,2009,501.382
OAVG,PISAMATH,BOY,MEANSCORE,A,2012,499.421
OAVG,PISAMATH,BOY,MEANSCORE,A,2015,494
OAVG,PISAMATH,GIRL,MEANSCORE,A,2003,494.833
OAVG,PISAMATH,GIRL,MEANSCORE,A,2006,488.588
OAVG,PISAMATH,GIRL,MEANSCORE,A,2009,489.794
OAVG,PISAMATH,GIRL,MEANSCORE,A,2012,488.551
OAVG,PISAMATH,GIRL,MEANSCORE,A,2015,486
LVA,PISAMATH,BOY,MEANSCORE,A,2015,481
LVA,PISAMATH,GIRL,MEANSCORE,A,2015,483
AUS,PISAMATH,TOT,MEANSCORE,A,2003,524
AUS,PISAMATH,TOT,MEANSCORE,A,2006,520
AUS,PISAMATH,TOT,MEANSCORE,A,2009,514
AUS,PISAMATH,TOT,MEANSCORE,A,2012,504
AUS,PISAMATH,TOT,MEANSCORE,A,2015,494
AUT,PISAMATH,TOT,MEANSCORE,A,2003,506
AUT,PISAMATH,TOT,MEANSCORE,A,2006,505
AUT,PISAMATH,TOT,MEANSCORE,A,2012,506
AUT,PISAMATH,TOT,MEANSCORE,A,2015,497
BEL,PISAMATH,TOT,MEANSCORE,A,2003,529
BEL,PISAMATH,TOT,MEANSCORE,A,2006,520
BEL,PISAMATH,TOT,MEANSCORE,A,2009,515
BEL,PISAMATH,TOT,MEANSCORE,A,2012,515
BEL,PISAMATH,TOT,MEANSCORE,A,2015,507
CAN,PISAMATH,TOT,MEANSCORE,A,2003,532
CAN,PISAMATH,TOT,MEANSCORE,A,2006,527
CAN,PISAMATH,TOT,MEANSCORE,A,2009,527
CAN,PISAMATH,TOT,MEANSCORE,A,2012,518
CAN,PISAMATH,TOT,MEANSCORE,A,2015,516
CZE,PISAMATH,TOT,MEANSCORE,A,2003,516
CZE,PISAMATH,TOT,MEANSCORE,A,2006,510
CZE,PISAMATH,TOT,MEANSCORE,A,2009,493
CZE,PISAMATH,TOT,MEANSCORE,A,2012,499
CZE,PISAMATH,TOT,MEANSCORE,A,2015,492
DNK,PISAMATH,TOT,MEANSCORE,A,2003,514
DNK,PISAMATH,TOT,MEANSCORE,A,2006,513
DNK,PISAMATH,TOT,MEANSCORE,A,2009,503
DNK,PISAMATH,TOT,MEANSCORE,A,2012,500
DNK,PISAMATH,TOT,MEANSCORE,A,2015,511
FIN,PISAMATH,TOT,MEANSCORE,A,2003,544
FIN,PISAMATH,TOT,MEANSCORE,A,2006,548
FIN,PISAMATH,TOT,MEANSCORE,A,2009,541
FIN,PISAMATH,TOT,MEANSCORE,A,2012,519
FIN,PISAMATH,TOT,MEANSCORE,A,2015,511
FRA,PISAMATH,TOT,MEANSCORE,A,2003,511
FRA,PISAMATH,TOT,MEANSCORE,A,2006,496
FRA,PISAMATH,TOT,MEANSCORE,A,2009,497
FRA,PISAMATH,TOT,MEANSCORE,A,2012,495
FRA,PISAMATH,TOT,MEANSCORE,A,2015,493
DEU,PISAMATH,TOT,MEANSCORE,A,2003,503
DEU,PISAMATH,TOT,MEANSCORE,A,2006,504
DEU,PISAMATH,TOT,MEANSCORE,A,2009,513
DEU,PISAMATH,TOT,MEANSCORE,A,2012,514
DEU,PISAMATH,TOT,MEANSCORE,A,2015,506
GRC,PISAMATH,TOT,MEANSCORE,A,2003,445
GRC,PISAMATH,TOT,MEANSCORE,A,2006,459
GRC,PISAMATH,TOT,MEANSCORE,A,2009,466
GRC,PISAMATH,TOT,MEANSCORE,A,2012,453
GRC,PISAMATH,TOT,MEANSCORE,A,2015,454
HUN,PISAMATH,TOT,MEANSCORE,A,2003,490
HUN,PISAMATH,TOT,MEANSCORE,A,2006,491
HUN,PISAMATH,TOT,MEANSCORE,A,2009,490
HUN,PISAMATH,TOT,MEANSCORE,A,2012,477
HUN,PISAMATH,TOT,MEANSCORE,A,2015,477
ISL,PISAMATH,TOT,MEANSCORE,A,2003,515
ISL,PISAMATH,TOT,MEANSCORE,A,2006,506
ISL,PISAMATH,TOT,MEANSCORE,A,2009,507
ISL,PISAMATH,TOT,MEANSCORE,A,2012,493
ISL,PISAMATH,TOT,MEANSCORE,A,2015,488
IRL,PISAMATH,TOT,MEANSCORE,A,2003,503
IRL,PISAMATH,TOT,MEANSCORE,A,2006,501
IRL,PISAMATH,TOT,MEANSCORE,A,2009,487
IRL,PISAMATH,TOT,MEANSCORE,A,2012,501
IRL,PISAMATH,TOT,MEANSCORE,A,2015,504
ITA,PISAMATH,TOT,MEANSCORE,A,2003,466
ITA,PISAMATH,TOT,MEANSCORE,A,2006,462
ITA,PISAMATH,TOT,MEANSCORE,A,2009,483
ITA,PISAMATH,TOT,MEANSCORE,A,2012,485
ITA,PISAMATH,TOT,MEANSCORE,A,2015,490
JPN,PISAMATH,TOT,MEANSCORE,A,2003,534
JPN,PISAMATH,TOT,MEANSCORE,A,2006,523
JPN,PISAMATH,TOT,MEANSCORE,A,2009,529
JPN,PISAMATH,TOT,MEANSCORE,A,2012,536
JPN,PISAMATH,TOT,MEANSCORE,A,2015,532
KOR,PISAMATH,TOT,MEANSCORE,A,2003,542
KOR,PISAMATH,TOT,MEANSCORE,A,2006,547
KOR,PISAMATH,TOT,MEANSCORE,A,2009,546
KOR,PISAMATH,TOT,MEANSCORE,A,2012,554
KOR,PISAMATH,TOT,MEANSCORE,A,2015,524
LUX,PISAMATH,TOT,MEANSCORE,A,2003,493
LUX,PISAMATH,TOT,MEANSCORE,A,2006,490
LUX,PISAMATH,TOT,MEANSCORE,A,2009,489
LUX,PISAMATH,TOT,MEANSCORE,A,2012,490
LUX,PISAMATH,TOT,MEANSCORE,A,2015,486
MEX,PISAMATH,TOT,MEANSCORE,A,2003,385
MEX,PISAMATH,TOT,MEANSCORE,A,2006,406
MEX,PISAMATH,TOT,MEANSCORE,A,2009,419
MEX,PISAMATH,TOT,MEANSCORE,A,2012,413
MEX,PISAMATH,TOT,MEANSCORE,A,2015,408
NLD,PISAMATH,TOT,MEANSCORE,A,2003,538
NLD,PISAMATH,TOT,MEANSCORE,A,2006,531
NLD,PISAMATH,TOT,MEANSCORE,A,2009,526
NLD,PISAMATH,TOT,MEANSCORE,A,2012,523
NLD,PISAMATH,TOT,MEANSCORE,A,2015,512
NZL,PISAMATH,TOT,MEANSCORE,A,2003,523
NZL,PISAMATH,TOT,MEANSCORE,A,2006,522
NZL,PISAMATH,TOT,MEANSCORE,A,2009,519
NZL,PISAMATH,TOT,MEANSCORE,A,2012,500
NZL,PISAMATH,TOT,MEANSCORE,A,2015,495
NOR,PISAMATH,TOT,MEANSCORE,A,2003,495
NOR,PISAMATH,TOT,MEANSCORE,A,2006,490
NOR,PISAMATH,TOT,MEANSCORE,A,2009,498
NOR,PISAMATH,TOT,MEANSCORE,A,2012,489
NOR,PISAMATH,TOT,MEANSCORE,A,2015,502
POL,PISAMATH,TOT,MEANSCORE,A,2003,490
POL,PISAMATH,TOT,MEANSCORE,A,2006,495
POL,PISAMATH,TOT,MEANSCORE,A,2009,495
POL,PISAMATH,TOT,MEANSCORE,A,2012,518
POL,PISAMATH,TOT,MEANSCORE,A,2015,504
PRT,PISAMATH,TOT,MEANSCORE,A,2003,466
PRT,PISAMATH,TOT,MEANSCORE,A,2006,466
PRT,PISAMATH,TOT,MEANSCORE,A,2009,487
PRT,PISAMATH,TOT,MEANSCORE,A,2012,487
PRT,PISAMATH,TOT,MEANSCORE,A,2015,492
SVK,PISAMATH,TOT,MEANSCORE,A,2003,498
SVK,PISAMATH,TOT,MEANSCORE,A,2006,492
SVK,PISAMATH,TOT,MEANSCORE,A,2009,497
SVK,PISAMATH,TOT,MEANSCORE,A,2012,482
SVK,PISAMATH,TOT,MEANSCORE,A,2015,475
ESP,PISAMATH,TOT,MEANSCORE,A,2003,485
ESP,PISAMATH,TOT,MEANSCORE,A,2006,480
ESP,PISAMATH,TOT,MEANSCORE,A,2009,483
ESP,PISAMATH,TOT,MEANSCORE,A,2012,484
ESP,PISAMATH,TOT,MEANSCORE,A,2015,486
SWE,PISAMATH,TOT,MEANSCORE,A,2003,509
SWE,PISAMATH,TOT,MEANSCORE,A,2006,502
SWE,PISAMATH,TOT,MEANSCORE,A,2009,494
SWE,PISAMATH,TOT,MEANSCORE,A,2012,478
SWE,PISAMATH,TOT,MEANSCORE,A,2015,494
CHE,PISAMATH,TOT,MEANSCORE,A,2003,527
CHE,PISAMATH,TOT,MEANSCORE,A,2006,530
CHE,PISAMATH,TOT,MEANSCORE,A,2009,534
CHE,PISAMATH,TOT,MEANSCORE,A,2012,531
CHE,PISAMATH,TOT,MEANSCORE,A,2015,521
TUR,PISAMATH,TOT,MEANSCORE,A,2003,423
TUR,PISAMATH,TOT,MEANSCORE,A,2006,424
TUR,PISAMATH,TOT,MEANSCORE,A,2009,445
TUR,PISAMATH,TOT,MEANSCORE,A,2012,448
TUR,PISAMATH,TOT,MEANSCORE,A,2015,420
GBR,PISAMATH,TOT,MEANSCORE,A,2006,495
GBR,PISAMATH,TOT,MEANSCORE,A,2009,492
GBR,PISAMATH,TOT,MEANSCORE,A,2012,494
GBR,PISAMATH,TOT,MEANSCORE,A,2015,492
USA,PISAMATH,TOT,MEANSCORE,A,2003,483
USA,PISAMATH,TOT,MEANSCORE,A,2006,474
USA,PISAMATH,TOT,MEANSCORE,A,2009,487
USA,PISAMATH,TOT,MEANSCORE,A,2012,481
USA,PISAMATH,TOT,MEANSCORE,A,2015,470
BRA,PISAMATH,TOT,MEANSCORE,A,2003,356
BRA,PISAMATH,TOT,MEANSCORE,A,2006,370
BRA,PISAMATH,TOT,MEANSCORE,A,2009,386
BRA,PISAMATH,TOT,MEANSCORE,A,2012,389
BRA,PISAMATH,TOT,MEANSCORE,A,2015,377
CHL,PISAMATH,TOT,MEANSCORE,A,2006,411
CHL,PISAMATH,TOT,MEANSCORE,A,2009,421
CHL,PISAMATH,TOT,MEANSCORE,A,2012,423
CHL,PISAMATH,TOT,MEANSCORE,A,2015,423
EST,PISAMATH,TOT,MEANSCORE,A,2006,515
EST,PISAMATH,TOT,MEANSCORE,A,2009,512
EST,PISAMATH,TOT,MEANSCORE,A,2012,521
EST,PISAMATH,TOT,MEANSCORE,A,2015,520
IDN,PISAMATH,TOT,MEANSCORE,A,2003,360
IDN,PISAMATH,TOT,MEANSCORE,A,2006,391
IDN,PISAMATH,TOT,MEANSCORE,A,2009,371
IDN,PISAMATH,TOT,MEANSCORE,A,2012,375
IDN,PISAMATH,TOT,MEANSCORE,A,2015,386
ISR,PISAMATH,TOT,MEANSCORE,A,2006,442
ISR,PISAMATH,TOT,MEANSCORE,A,2009,447
ISR,PISAMATH,TOT,MEANSCORE,A,2012,466
ISR,PISAMATH,TOT,MEANSCORE,A,2015,470
LVA,PISAMATH,TOT,MEANSCORE,A,2003,483
LVA,PISAMATH,TOT,MEANSCORE,A,2006,486
LVA,PISAMATH,TOT,MEANSCORE,A,2009,482
LVA,PISAMATH,TOT,MEANSCORE,A,2012,491
LVA,PISAMATH,TOT,MEANSCORE,A,2015,482
RUS,PISAMATH,TOT,MEANSCORE,A,2003,468
RUS,PISAMATH,TOT,MEANSCORE,A,2006,476
RUS,PISAMATH,TOT,MEANSCORE,A,2009,468
RUS,PISAMATH,TOT,MEANSCORE,A,2012,482
RUS,PISAMATH,TOT,MEANSCORE,A,2015,494
SGP,PISAMATH,BOY,MEANSCORE,A,2015,564
SGP,PISAMATH,GIRL,MEANSCORE,A,2015,564
SVN,PISAMATH,TOT,MEANSCORE,A,2006,504
SVN,PISAMATH,TOT,MEANSCORE,A,2009,501
SVN,PISAMATH,TOT,MEANSCORE,A,2012,501
SVN,PISAMATH,TOT,MEANSCORE,A,2015,510
OAVG,PISAMATH,TOT,MEANSCORE,A,2006,494
OAVG,PISAMATH,TOT,MEANSCORE,A,2009,495
OAVG,PISAMATH,TOT,MEANSCORE,A,2012,494
OAVG,PISAMATH,TOT,MEANSCORE,A,2015,490
COL,PISAMATH,TOT,MEANSCORE,A,2015,390
COL,PISAMATH,BOY,MEANSCORE,A,2015,395
COL,PISAMATH,GIRL,MEANSCORE,A,2015,384
HKG,PISAMATH,TOT,MEANSCORE,A,2015,548
HKG,PISAMATH,BOY,MEANSCORE,A,2015,549
HKG,PISAMATH,GIRL,MEANSCORE,A,2015,547
PER,PISAMATH,TOT,MEANSCORE,A,2015,387
PER,PISAMATH,BOY,MEANSCORE,A,2015,391
PER,PISAMATH,GIRL,MEANSCORE,A,2015,382
SGP,PISAMATH,TOT,MEANSCORE,A,2015,564
TWN,PISAMATH,TOT,MEANSCORE,A,2015,542
TWN,PISAMATH,BOY,MEANSCORE,A,2015,545
TWN,PISAMATH,GIRL,MEANSCORE,A,2015,539
MAC,PISAMATH,TOT,MEANSCORE,A,2015,544
MAC,PISAMATH,BOY,MEANSCORE,A,2015,540
MAC,PISAMATH,GIRL,MEANSCORE,A,2015,548
AUS,PISASCIENCE,BOY,MEANSCORE,A,2006,527
AUS,PISASCIENCE,BOY,MEANSCORE,A,2009,527
AUS,PISASCIENCE,BOY,MEANSCORE,A,2012,523.728
AUS,PISASCIENCE,BOY,MEANSCORE,A,2015,511
AUS,PISASCIENCE,GIRL,MEANSCORE,A,2006,527
AUS,PISASCIENCE,GIRL,MEANSCORE,A,2009,528
AUS,PISASCIENCE,GIRL,MEANSCORE,A,2012,519.124
AUS,PISASCIENCE,GIRL,MEANSCORE,A,2015,509
AUT,PISASCIENCE,BOY,MEANSCORE,A,2006,515
AUT,PISASCIENCE,BOY,MEANSCORE,A,2012,510.108
AUT,PISASCIENCE,BOY,MEANSCORE,A,2015,504
AUT,PISASCIENCE,GIRL,MEANSCORE,A,2006,507
AUT,PISASCIENCE,GIRL,MEANSCORE,A,2012,501.479
AUT,PISASCIENCE,GIRL,MEANSCORE,A,2015,486
BEL,PISASCIENCE,BOY,MEANSCORE,A,2006,511
BEL,PISASCIENCE,BOY,MEANSCORE,A,2009,510
BEL,PISASCIENCE,BOY,MEANSCORE,A,2012,506.82
BEL,PISASCIENCE,BOY,MEANSCORE,A,2015,508
BEL,PISASCIENCE,GIRL,MEANSCORE,A,2006,510
BEL,PISASCIENCE,GIRL,MEANSCORE,A,2009,503
BEL,PISASCIENCE,GIRL,MEANSCORE,A,2012,502.9
BEL,PISASCIENCE,GIRL,MEANSCORE,A,2015,496
CAN,PISASCIENCE,BOY,MEANSCORE,A,2006,536
CAN,PISASCIENCE,BOY,MEANSCORE,A,2009,531
CAN,PISASCIENCE,BOY,MEANSCORE,A,2012,526.875
CAN,PISASCIENCE,BOY,MEANSCORE,A,2015,528
CAN,PISASCIENCE,GIRL,MEANSCORE,A,2006,532
CAN,PISASCIENCE,GIRL,MEANSCORE,A,2009,526
CAN,PISASCIENCE,GIRL,MEANSCORE,A,2012,524.053
CAN,PISASCIENCE,GIRL,MEANSCORE,A,2015,527
CZE,PISASCIENCE,BOY,MEANSCORE,A,2006,515
CZE,PISASCIENCE,BOY,MEANSCORE,A,2009,498
CZE,PISASCIENCE,BOY,MEANSCORE,A,2012,508.721
CZE,PISASCIENCE,BOY,MEANSCORE,A,2015,497
CZE,PISASCIENCE,GIRL,MEANSCORE,A,2006,510
CZE,PISASCIENCE,GIRL,MEANSCORE,A,2009,503
CZE,PISASCIENCE,GIRL,MEANSCORE,A,2012,507.855
CZE,PISASCIENCE,GIRL,MEANSCORE,A,2015,488
DNK,PISASCIENCE,BOY,MEANSCORE,A,2006,500
DNK,PISASCIENCE,BOY,MEANSCORE,A,2009,505
DNK,PISASCIENCE,BOY,MEANSCORE,A,2012,503.533
DNK,PISASCIENCE,BOY,MEANSCORE,A,2015,505
DNK,PISASCIENCE,GIRL,MEANSCORE,A,2006,491
DNK,PISASCIENCE,GIRL,MEANSCORE,A,2009,494
DNK,PISASCIENCE,GIRL,MEANSCORE,A,2012,493.363
DNK,PISASCIENCE,GIRL,MEANSCORE,A,2015,499
FIN,PISASCIENCE,BOY,MEANSCORE,A,2006,562
FIN,PISASCIENCE,BOY,MEANSCORE,A,2009,546
FIN,PISASCIENCE,BOY,MEANSCORE,A,2012,537.436
FIN,PISASCIENCE,BOY,MEANSCORE,A,2015,521
FIN,PISASCIENCE,GIRL,MEANSCORE,A,2006,565
FIN,PISASCIENCE,GIRL,MEANSCORE,A,2009,562
FIN,PISASCIENCE,GIRL,MEANSCORE,A,2012,553.893
FIN,PISASCIENCE,GIRL,MEANSCORE,A,2015,541
FRA,PISASCIENCE,BOY,MEANSCORE,A,2006,497
FRA,PISASCIENCE,BOY,MEANSCORE,A,2009,500
FRA,PISASCIENCE,BOY,MEANSCORE,A,2012,497.716
FRA,PISASCIENCE,BOY,MEANSCORE,A,2015,496
FRA,PISASCIENCE,GIRL,MEANSCORE,A,2006,494
FRA,PISASCIENCE,GIRL,MEANSCORE,A,2009,497
FRA,PISASCIENCE,GIRL,MEANSCORE,A,2012,500.157
FRA,PISASCIENCE,GIRL,MEANSCORE,A,2015,494
DEU,PISASCIENCE,BOY,MEANSCORE,A,2006,519
DEU,PISASCIENCE,BOY,MEANSCORE,A,2009,523
DEU,PISASCIENCE,BOY,MEANSCORE,A,2012,523.86
DEU,PISASCIENCE,BOY,MEANSCORE,A,2015,514
DEU,PISASCIENCE,GIRL,MEANSCORE,A,2006,512
DEU,PISASCIENCE,GIRL,MEANSCORE,A,2009,518
DEU,PISASCIENCE,GIRL,MEANSCORE,A,2012,524.391
DEU,PISASCIENCE,GIRL,MEANSCORE,A,2015,504
GRC,PISASCIENCE,BOY,MEANSCORE,A,2006,468
GRC,PISASCIENCE,BOY,MEANSCORE,A,2009,465
GRC,PISASCIENCE,BOY,MEANSCORE,A,2012,460.02
GRC,PISASCIENCE,BOY,MEANSCORE,A,2015,451
GRC,PISASCIENCE,GIRL,MEANSCORE,A,2006,479
GRC,PISASCIENCE,GIRL,MEANSCORE,A,2009,475
GRC,PISASCIENCE,GIRL,MEANSCORE,A,2012,473.298
GRC,PISASCIENCE,GIRL,MEANSCORE,A,2015,459
HUN,PISASCIENCE,BOY,MEANSCORE,A,2006,507
HUN,PISASCIENCE,BOY,MEANSCORE,A,2009,503
HUN,PISASCIENCE,BOY,MEANSCORE,A,2012,495.913
HUN,PISASCIENCE,BOY,MEANSCORE,A,2015,478
HUN,PISASCIENCE,GIRL,MEANSCORE,A,2006,501
HUN,PISASCIENCE,GIRL,MEANSCORE,A,2009,503
HUN,PISASCIENCE,GIRL,MEANSCORE,A,2012,492.803
HUN,PISASCIENCE,GIRL,MEANSCORE,A,2015,475
ISL,PISASCIENCE,BOY,MEANSCORE,A,2006,488
ISL,PISASCIENCE,BOY,MEANSCORE,A,2009,496
ISL,PISASCIENCE,BOY,MEANSCORE,A,2012,476.676
ISL,PISASCIENCE,BOY,MEANSCORE,A,2015,472
ISL,PISASCIENCE,GIRL,MEANSCORE,A,2006,494
ISL,PISASCIENCE,GIRL,MEANSCORE,A,2009,495
ISL,PISASCIENCE,GIRL,MEANSCORE,A,2012,479.669
ISL,PISASCIENCE,GIRL,MEANSCORE,A,2015,475
IRL,PISASCIENCE,BOY,MEANSCORE,A,2006,508
IRL,PISASCIENCE,BOY,MEANSCORE,A,2009,507
IRL,PISASCIENCE,BOY,MEANSCORE,A,2012,523.942
IRL,PISASCIENCE,BOY,MEANSCORE,A,2015,508
IRL,PISASCIENCE,GIRL,MEANSCORE,A,2006,509
IRL,PISASCIENCE,GIRL,MEANSCORE,A,2009,509
IRL,PISASCIENCE,GIRL,MEANSCORE,A,2012,520
IRL,PISASCIENCE,GIRL,MEANSCORE,A,2015,497
ITA,PISASCIENCE,BOY,MEANSCORE,A,2006,477
ITA,PISASCIENCE,BOY,MEANSCORE,A,2009,488
ITA,PISASCIENCE,BOY,MEANSCORE,A,2012,494.897
ITA,PISASCIENCE,BOY,MEANSCORE,A,2015,489
ITA,PISASCIENCE,GIRL,MEANSCORE,A,2006,474
ITA,PISASCIENCE,GIRL,MEANSCORE,A,2009,490
ITA,PISASCIENCE,GIRL,MEANSCORE,A,2012,492.087
ITA,PISASCIENCE,GIRL,MEANSCORE,A,2015,472
JPN,PISASCIENCE,BOY,MEANSCORE,A,2006,533
JPN,PISASCIENCE,BOY,MEANSCORE,A,2009,534
JPN,PISASCIENCE,BOY,MEANSCORE,A,2012,551.947
JPN,PISASCIENCE,BOY,MEANSCORE,A,2015,545
JPN,PISASCIENCE,GIRL,MEANSCORE,A,2006,530
JPN,PISASCIENCE,GIRL,MEANSCORE,A,2009,545
JPN,PISASCIENCE,GIRL,MEANSCORE,A,2012,540.959
JPN,PISASCIENCE,GIRL,MEANSCORE,A,2015,532
KOR,PISASCIENCE,BOY,MEANSCORE,A,2006,521
KOR,PISASCIENCE,BOY,MEANSCORE,A,2009,537
KOR,PISASCIENCE,BOY,MEANSCORE,A,2012,539.408
KOR,PISASCIENCE,BOY,MEANSCORE,A,2015,511
KOR,PISASCIENCE,GIRL,MEANSCORE,A,2006,523
